Tag,出现次数,中文描述,权重,类别,类别名称
greatbooksofthewesternworld,60,西方世界的伟大书,0.0146,7,物品与产品（Product & Object）
opera,59,歌剧,0.0143,4,创作与娱乐作品（Creative Work）
plopquiz,59,普罗普奎兹,0.0143,4,创作与娱乐作品（Creative Work）
firsts,58,首,0.0141,9,其他（Others）
phobias,58,恐惧症,0.0141,6,学科与概念（Concept & Subject）
ice_hockey,58,冰块,0.0141,7,物品与产品（Product & Object）
ride_theme,58,运行( T),0.0141,9,其他（Others）
basketball_team,58,篮球 团队,2.0141,2,组织与机构（Organization）
politicalconventions,58,政治公约,0.0141,2,组织与机构（Organization）
statistical_region_extra,58,统计 区域 外部,0.0141,3,地点与地理（Location）
person_impersonated_on_snl,58,人物( I),0.0141,1,人物与生命（Person & Life）
prison,57,监狱,0.0139,3,地点与地理（Location）
seafood,57,海产食品,0.0139,7,物品与产品（Product & Object）
onechanneltv,57,单通道tv,0.0139,4,创作与娱乐作品（Creative Work）
tv_actor_extra,57,tv 演员 外部,0.0139,1,人物与生命（Person & Life）
geographical_feature,57,地理面积,0.0139,8,属性与度量（Attribute & Measurement）
food_producing_region,57,产粮区域,0.0139,3,地点与地理（Location）
rival,56,对手,0.0136,1,人物与生命（Person & Life）
ireland,56,爱尔兰,0.0136,2,组织与机构（Organization）
film_job,56,胶片( J),0.0136,4,创作与娱乐作品（Creative Work）
agroschim,56,农业学,0.0136,6,学科与概念（Concept & Subject）
athlete_extra,56,运动员外部( Extra),0.0136,1,人物与生命（Person & Life）
political_appointer,56,政治指定符( A),0.0136,1,人物与生命（Person & Life）
fictional_universe_creator,56,虚构 单向 生成器,0.0136,1,人物与生命（Person & Life）
wf,55,(单位:千美元),0.0134,9,其他（Others）
singer,55,歌手,0.0134,1,人物与生命（Person & Life）
casinos,55,赌场,0.0134,3,地点与地理（Location）
district,55,地区,0.0134,3,地点与地理（Location）
astronomy,55,天文学,0.0134,6,学科与概念（Concept & Subject）
cambridge,55,凸轮桥,0.0134,7,物品与产品（Product & Object）
school_sports_team,55,学校 体育 团队,2.0134,2,组织与机构（Organization）
shape_note_singing,55,形状( S),0.0134,8,属性与度量（Attribute & Measurement）
setrakian,54,塞特拉克语Name,0.0131,1,人物与生命（Person & Life）
contact_product,54,联系人 产品,0.0131,7,物品与产品（Product & Object）
sports_position,54,运动位置,0.0131,3,地点与地理（Location）
ethnicity_in_fiction,54,种族小写,0.0131,2,组织与机构（Organization）
cryptid_area_of_occurrence,54,密码( A),0.0131,3,地点与地理（Location）
legal,53,法律,0.0129,7,物品与产品（Product & Object）
rosetta,53,罗塞塔,0.0129,1,人物与生命（Person & Life）
languoid,53,蓝胶,0.0129,6,学科与概念（Concept & Subject）
snl_cast_member,53,snl cast 成员,0.0129,1,人物与生命（Person & Life）
govt_jurisdiction_extra,53,政府 管辖权 外部,0.0129,3,地点与地理（Location）
ktrueman,52,特鲁曼,0.0126,1,人物与生命（Person & Life）
contralto,52,反转,0.0126,9,其他（Others）
conferences,52,会议,0.0126,5,事件与活动（Event）
engineering,52,工程学,0.0126,6,学科与概念（Concept & Subject）
tv_location,52,tv 地点,0.0126,3,地点与地理（Location）
olympic_athlete,52,奥运会 运动会,0.0126,1,人物与生命（Person & Life）
contraltosingers,52,反政府分子,0.0126,1,人物与生命（Person & Life）
chemical_compound,52,化学聚合,0.0126,5,事件与活动（Event）
host_of_oscar_show,52,主机 oscar 显示,0.0126,9,其他（Others）
scotland,51,苏格兰,0.0124,3,地点与地理（Location）
interests,51,权益,0.0124,6,学科与概念（Concept & Subject）
organization_type,51,组织类型( T),0.0124,8,属性与度量（Attribute & Measurement）
sports_award_winner,51,运动( A),0.0124,1,人物与生命（Person & Life）
sports_league_season,51,运动 同事 季节,0.0124,8,属性与度量（Attribute & Measurement）
de_city,50,脱城,0.0121,3,地点与地理（Location）
academic,50,学术,0.0121,6,学科与概念（Concept & Subject）
gmackenz,50,格马克肯兹,0.0121,9,其他（Others）
rcheramy,50,r,0.0121,1,人物与生命（Person & Life）
us_state,50,us 状态,0.0121,2,组织与机构（Organization）
city_with_dogs,50,带有   dogs 的城市,0.0121,3,地点与地理（Location）
states_and_provences,50,状态( P),0.0121,6,学科与概念（Concept & Subject）
tournaments,49,锦标赛,0.0119,5,事件与活动（Event）
database_topic,49,数据库( T),0.0119,7,物品与产品（Product & Object）
venture_investor,49,风险投资人,0.0119,1,人物与生命（Person & Life）
base_equivalent_location,49,碱基  等值  位置,0.0119,3,地点与地理（Location）
editorial,48,编辑,0.0117,9,其他（Others）
sanfrancisco,48,桑弗朗西斯科语Name,0.0117,3,地点与地理（Location）
tagged_topic,48,标记主题( T),0.0117,9,其他（Others）
zsi_editorial,48,zsi 编辑,0.0117,9,其他（Others）
spencermountain,48,斯彭塞尔山,0.0117,3,地点与地理（Location）
tournament_competitor,48,锦标赛( C),0.0117,5,事件与活动（Event）
military_unit_place_of_origin,48,军事 单位 地点 原产地,0.0117,9,其他（Others）
cn,47,页:1,0.0114,9,其他（Others）
arthist,47,艺术,0.0114,6,学科与概念（Concept & Subject）
housemd,47,户籍,0.0114,1,人物与生命（Person & Life）
film_set_designer,47,胶片 set 设计器,0.0114,1,人物与生命（Person & Life）
project_participant,47,项目 参与者,0.0114,1,人物与生命（Person & Life）
music_video_performer,47,音乐 video performer,0.0114,1,人物与生命（Person & Life）
school,46,学校,0.0112,2,组织与机构（Organization）
librettist,46,自由主义,0.0112,6,学科与概念（Concept & Subject）
the_27_club,46,27 俱乐部,0.0112,3,地点与地理（Location）
jamesbond007,46,贾梅斯邦007,0.0112,4,创作与娱乐作品（Creative Work）
theater_genre,46,剧场流派( G),0.0112,4,创作与娱乐作品（Creative Work）
military_commander,46,军事,0.0112,1,人物与生命（Person & Life）
nobel_subject_area,46,无贝尔  主题  区域,0.0112,3,地点与地理（Location）
u_s_congressperson,46,u s 国会人物,0.0112,1,人物与生命（Person & Life）
film_costumer_designer,46,胶片 计算器 设计器,0.0112,1,人物与生命（Person & Life）
news_reporting_organisation,46,新闻 报告 组织,0.0112,2,组织与机构（Organization）
starshapedcitadelsandcities,46,星座结构,0.0112,8,属性与度量（Attribute & Measurement）
radio_format,45,收音机( F),0.0109,6,学科与概念（Concept & Subject）
film_screening_venue,45,胶片 屏幕 风景,0.0109,4,创作与娱乐作品（Creative Work）
wine,44,红酒,0.0107,7,物品与产品（Product & Object）
oxford,44,牛福尔,0.0107,2,组织与机构（Organization）
tv_show,44,tv 显示,0.0107,4,创作与娱乐作品（Creative Work）
urban_district,44,城市地区,0.0107,3,地点与地理（Location）
de_urban_district,44,市区( D),0.0107,3,地点与地理（Location）
official_language,44,正式语文,0.0107,6,学科与概念（Concept & Subject）
company,43,企业,0.0104,2,组织与机构（Organization）
content,43,内容,0.0104,6,学科与概念（Concept & Subject）
named_person,43,名称( P),0.0104,1,人物与生命（Person & Life）
pastusobrown,43,面额,0.0104,1,人物与生命（Person & Life）
olympic_games,43,奥林匹克游戏,0.0104,5,事件与活动（Event）
thoroughbredracing,43,彻底绘制,0.0104,5,事件与活动（Event）
tourist_attraction,43,游客( T),0.0104,8,属性与度量（Attribute & Measurement）
bipolar_disorder_sufferer,43,双极体( D),0.0104,9,其他（Others）
colleges_and_universities,43,大学,0.0104,2,组织与机构（Organization）
usnris,42,用户,0.0102,1,人物与生命（Person & Life）
comic_book_creator,42,漫画   书本创建器,0.0102,1,人物与生命（Person & Life）
earthquake_epicenter,42,地震,0.0102,7,物品与产品（Product & Object）
role,41,角色,0.01,1,人物与生命（Person & Life）
lapax,41,磁盘,0.01,7,物品与产品（Product & Object）
venue,41,地点,0.01,3,地点与地理（Location）
department,41,部门,0.01,2,组织与机构（Organization）
occupation,41,职业,0.01,8,属性与度量（Attribute & Measurement）
baseball_team,41,棒球队( T),2.01,2,组织与机构（Organization）
productplacement,41,产品放置,0.01,9,其他（Others）
landlocked_country,41,内陆国,0.01,2,组织与机构（Organization）
professional_field,41,专业,0.01,6,学科与概念（Concept & Subject）
school_or_movement,41,学校( 或),0.01,4,创作与娱乐作品（Creative Work）
world_cup_participation,41,世界语   cup  参与,0.01,5,事件与活动（Event）
mythical_creature_location,41,虚构  creature  位置,0.01,3,地点与地理（Location）
morelaw,40,更进一步,0.0097,6,学科与概念（Concept & Subject）
helynevek,40,赫利内韦克,0.0097,3,地点与地理（Location）
mapcentral,40,中图,0.0097,3,地点与地理（Location）
foodrecipes,40,食谱,0.0097,7,物品与产品（Product & Object）
public_speaker,40,公共演讲器,0.0097,1,人物与生命（Person & Life）
building_occupant,40,大楼( 用户),0.0097,,
london,39,伦敦,0.0095,3,地点与地理（Location）
osprey,39,pre,0.0095,,
visleg,39,组合,0.0095,,
reviews,39,审查,0.0095,,
sundance,39,日间活动,0.0095,5,事件与活动（Event）
innovator,39,创新者,0.0095,1,人物与生命（Person & Life）
soapoperas,39,肥皂纸,0.0095,7,物品与产品（Product & Object）
asset_owner,39,资产所有者,0.0095,1,人物与生命（Person & Life）
comic_book_genre,39,漫画  book 流派,0.0095,4,创作与娱乐作品（Creative Work）
nobel_prize_winner,39,无贝尔  prize  winner,0.0095,1,人物与生命（Person & Life）
administrative_county,39,行政区,0.0095,3,地点与地理（Location）
membership_organization,39,成员 组织,0.0095,2,组织与机构（Organization）
uoa_it,38,uoa it,0.0092,,
art_owner,38,艺术拥有者,0.0092,1,人物与生命（Person & Life）
pethealth,38,宠物保健,0.0092,,
cvg_designer,38,cvg 设计器,0.0092,1,人物与生命（Person & Life）
municipality,38,市镇,0.0092,3,地点与地理（Location）
tv_character,38,tv 特性,0.0092,8,属性与度量（Attribute & Measurement）
twinnedtowns,38,双胞胎城镇,0.0092,3,地点与地理（Location）
aircraft_owner,38,飞机拥有者,0.0092,1,人物与生命（Person & Life）
greek_loanword,38,希腊语  借词,0.0092,,
londonfilmfestival,38,伦敦电影节,0.0092,5,事件与活动（Event）
periodical_publisher,38,期刊( P),0.0092,2,组织与机构（Organization）
medical_condition_in_fiction,38,医疗条件   虚构,0.0092,8,属性与度量（Attribute & Measurement）
icons,37,图标,0.009,7,物品与产品（Product & Object）
lawyer,37,律师,0.009,1,人物与生命（Person & Life）
charities,37,慈善机构,0.009,2,组织与机构（Organization）
infection,37,感染,0.009,6,学科与概念（Concept & Subject）
godparents,37,教父亲,0.009,1,人物与生命（Person & Life）
us_president,37,我们的主席,0.009,1,人物与生命（Person & Life）
places_westward,37,地点( W),0.009,,
product_endorser,37,产品创建器( A),0.009,1,人物与生命（Person & Life）
boats,36,船只,0.0087,7,物品与产品（Product & Object）
harrypotter,36,电击手,0.0087,1,人物与生命（Person & Life）
focal_location,36,焦距位置,0.0087,3,地点与地理（Location）
notablenewyorkers,36,显著的新青年,0.0087,,
convicted_criminal,36,已定罪   犯罪,0.0087,,
national_football_league,36,国家( F),0.0087,5,事件与活动（Event）
austin,35,奥斯汀,0.0085,3,地点与地理（Location）
rewards,35,奖励,0.0085,,
breakfast,35,早饭,0.0085,7,物品与产品（Product & Object）
joehughes,35,欢呼吧,0.0085,,
onephylogeny,35,单亲性,0.0085,,
propositions,35,提议,0.0085,,
inauguration_speaker,35,启用语句( S),0.0085,1,人物与生命（Person & Life）
cancer_center_constituent,35,癌症( C),0.0085,6,学科与概念（Concept & Subject）
fr,34,f 数据,0.0083,,
idea,34,创意,0.0083,4,创作与娱乐作品（Creative Work）
atlanta,34,亚特兰大,0.0083,3,地点与地理（Location）
armed_force,34,武装,0.0083,,
comic_strips,34,漫画,0.0083,4,创作与娱乐作品（Creative Work）
original_owner,34,原始拥有者( O),0.0083,1,人物与生命（Person & Life）
sopranosingers,34,女高音演员,0.0083,1,人物与生命（Person & Life）
losangelesbands,34,丝带,0.0083,7,物品与产品（Product & Object）
governmental_body,34,政府机关,0.0083,2,组织与机构（Organization）
geographical_scope,34,地理范围,0.0083,3,地点与地理（Location）
coat_of_arms_bearer,34,图标( A),0.0083,,
uk_non_metropolitan_county,34,uk not metropolitan 县,0.0083,2,组织与机构（Organization）
coco,33,可可,0.008,7,物品与产品（Product & Object）
johm,33,乔姆,0.008,,
games,33,游戏,0.008,7,物品与产品（Product & Object）
didwho,33,谁,0.008,,
synedra,33,丝带,0.008,7,物品与产品（Product & Object）
project_role,33,项目( R),0.008,,
mobile_phones,33,手机,0.008,7,物品与产品（Product & Object）
activism_issue,33,活动 问题,0.008,6,学科与概念（Concept & Subject）
militaryinfiction,33,军事虚构,0.008,4,创作与娱乐作品（Creative Work）
my_favorite_things,33,我最喜欢的东西,0.008,7,物品与产品（Product & Object）
transit_service_area,33,中转 服务 区域,0.008,3,地点与地理（Location）
nationalfootballleague,33,国家足协,0.008,2,组织与机构（Organization）
non_metropolitan_county,33,非都会  county,0.008,2,组织与机构（Organization）
organism_classification,33,有机体分类,0.008,6,学科与概念（Concept & Subject）
carnegie_mellon_university,33,Carnegie mellon 大学,1.008,2,组织与机构（Organization）
